Date,Time,Open,High,Low,Close,Volume
1/25/2018,10:16:00,11085,11086.05,11084.95,11085,36600
1/25/2018,10:17:00,11085,11085,11080,11081.85,34950
1/25/2018,10:18:00,11081,11084.8,11081,11081.95,23925
1/25/2018,10:19:00,11081.95,11082.45,11080.05,11081,58725
1/25/2018,10:20:00,11081,11082.05,11080.1,11082.05,24150
1/25/2018,10:21:00,11082.05,11083,11081,11082,41475
1/25/2018,10:22:00,11082,11082.9,11080,11080.15,44475
1/25/2018,10:23:00,11081,11082,11080,11080.3,28050
1/25/2018,10:24:00,11080.3,11082.3,11079,11081,25725
1/25/2018,10:25:00,11081,11082.3,11079,11081.6,36225
1/25/2018,10:26:00,11081.6,11081.9,11079,11079,33450
1/25/2018,10:27:00,11079,11080,11076,11077.1,25425
1/25/2018,10:28:00,11077.7,11078.55,11075.85,11077,15225
1/25/2018,10:29:00,11077.9,11077.9,11076.4,11077.6,17550
1/25/2018,10:30:00,11077.8,11077.8,11074.85,11074.85,31650
1/25/2018,10:31:00,11074.9,11074.9,11071.05,11073.6,33000
1/25/2018,10:32:00,11073.05,11076.65,11073,11075,32775
1/25/2018,10:33:00,11076.45,11077.1,11074.95,11077.1,13275
1/25/2018,10:34:00,11077.1,11078.2,11077,11077.4,18225
1/25/2018,10:35:00,11076.8,11077.85,11075.25,11076.65,38325
1/25/2018,10:36:00,11076.65,11076.85,11075.1,11076.85,17025
1/25/2018,10:37:00,11076.5,11076.75,11075.3,11075.45,21375
1/25/2018,10:38:00,11075.45,11076.2,11073.7,11073.7,41100
1/25/2018,10:39:00,11073.95,11074.2,11070.7,11073,52500
1/25/2018,10:40:00,11072,11073.4,11071.4,11073.3,37350
1/25/2018,10:41:00,11073.3,11075.25,11072.25,11075.25,39600
1/25/2018,10:42:00,11075.25,11076.95,11075.25,11076.45,21450
1/25/2018,10:43:00,11076.45,11077.8,11075.5,11076.6,37050
1/25/2018,10:44:00,11076.05,11077.05,11075.55,11076.8,43125
1/25/2018,10:45:00,11076.8,11077.85,11076.7,11077.55,31125
1/25/2018,10:46:00,11077.55,11077.55,11076.1,11076.45,39675
1/25/2018,10:47:00,11076.45,11076.45,11073,11075.25,42375
1/25/2018,10:48:00,11075.25,11075.25,11073.1,11074.1,40725
1/25/2018,10:49:00,11073.85,11074.1,11072.1,11072.1,45750
1/25/2018,10:50:00,11072.1,11074.95,11072.05,11074.05,23100
1/25/2018,10:51:00,11074.8,11075,11074.25,11074.25,34125
1/25/2018,10:52:00,11074.25,11075.25,11074.1,11075.1,24675
1/25/2018,10:53:00,11075.1,11076.5,11075.1,11076.05,27225
1/25/2018,10:54:00,11076,11076,11075,11075.15,37125
1/25/2018,10:55:00,11075.15,11076,11074,11074.5,41025
1/25/2018,10:56:00,11074.55,11074.55,11073.05,11073.1,30225
1/25/2018,10:57:00,11073.45,11074.95,11073.45,11074.3,24600
1/25/2018,10:58:00,11074.3,11074.95,11073.05,11074.75,19125
1/25/2018,10:59:00,11074.75,11074.95,11066.6,11068.55,35025
1/25/2018,11:00:00,11069.05,11071.95,11068.05,11070,39675
1/25/2018,11:01:00,11069.8,11070,11068.5,11069.1,37200
1/25/2018,11:02:00,11068.3,11068.3,11064.65,11064.85,86475
1/25/2018,11:03:00,11064.65,11066.65,11062,11066.65,94200
1/25/2018,11:04:00,11066.65,11069.4,11066.1,11068,25875
1/25/2018,11:05:00,11068.05,11068.05,11066.5,11068.05,22275
1/25/2018,11:06:00,11067.55,11068.65,11067,11068.05,42225
1/25/2018,11:07:00,11068.05,11068.2,11067.2,11068.05,30525
1/25/2018,11:08:00,11068.2,11068.65,11066.55,11066.55,38925
1/25/2018,11:09:00,11066.55,11067.1,11061,11061.35,65925
1/25/2018,11:10:00,11061.1,11063.6,11060.05,11062.6,68250
1/25/2018,11:11:00,11062.6,11068,11062.15,11066,43275
1/25/2018,11:12:00,11066,11068.1,11065.65,11065.7,14025
1/25/2018,11:13:00,11065.85,11066.9,11062.5,11063.9,22875
1/25/2018,11:14:00,11063.9,11064,11061.15,11061.6,52500
1/25/2018,11:15:00,11061.6,11062.65,11057,11057.6,83100
1/25/2018,11:16:00,11058.75,11061.25,11054,11054.7,66075
1/25/2018,11:17:00,11055,11056.45,11050.35,11051.75,74625
1/25/2018,11:18:00,11050.6,11053.7,11046.45,11053.7,94875
1/25/2018,11:19:00,11053.7,11059.75,11053,11059.75,41625
1/25/2018,11:20:00,11059.15,11060.05,11057,11057,56250
1/25/2018,11:21:00,11057,11061.1,11057,11060.6,43050
1/25/2018,11:22:00,11060.6,11063.8,11060.05,11060.05,35025
1/25/2018,11:23:00,11061,11064.75,11060.95,11064.75,58800
1/25/2018,11:24:00,11064.75,11064.75,11062.5,11062.5,34275
1/25/2018,11:25:00,11062.55,11068,11062.55,11067.65,54375
1/25/2018,11:26:00,11067.75,11067.75,11063,11064,39750
1/25/2018,11:27:00,11064,11066.5,11063,11065.95,84825
1/25/2018,11:28:00,11065.85,11066,11062.15,11063.2,64875
1/25/2018,11:29:00,11063,11066.25,11063,11066,70425
1/25/2018,11:30:00,11066.05,11067.3,11064.6,11067,71700
1/25/2018,11:31:00,11066.65,11067.45,11066.05,11066.2,26325
1/25/2018,11:32:00,11067,11067,11064.45,11065.6,52500
1/25/2018,11:33:00,11065.6,11067,11064.8,11064.8,51150
1/25/2018,11:34:00,11064.75,11066,11062.2,11063.55,61725
1/25/2018,11:35:00,11063.3,11065,11063.2,11064,26550
1/25/2018,11:36:00,11064,11066,11062,11062,50175
1/25/2018,11:37:00,11062.9,11064.45,11062,11063.25,42075
1/25/2018,11:38:00,11063,11063,11058.3,11060.8,61200
1/25/2018,11:39:00,11060.5,11062,11058.55,11060,20250
1/25/2018,11:40:00,11060.05,11062,11058.75,11061.05,62250
1/25/2018,11:41:00,11062.5,11064,11061.55,11063,39825
1/25/2018,11:42:00,11063,11063.95,11061,11061.5,22575
1/25/2018,11:43:00,11061,11064.45,11060.95,11062,18225
1/25/2018,11:44:00,11062.4,11063.35,11061.75,11063.35,15975
1/25/2018,11:45:00,11063.35,11064.3,11062.15,11063.9,29850
1/25/2018,11:46:00,11063.9,11066,11062.85,11064.85,41325
1/25/2018,11:47:00,11064.85,11067.25,11064.85,11065.4,19425
1/25/2018,11:48:00,11065.4,11066.15,11064.6,11066,21375
1/25/2018,11:49:00,11066,11067.1,11064.2,11064.95,47700
1/25/2018,11:50:00,11064.95,11067.8,11064.25,11067,27525
1/25/2018,11:51:00,11067,11069,11066.45,11068.95,54975
1/25/2018,11:52:00,11068.95,11069.4,11067.75,11068.35,19575
1/25/2018,11:53:00,11067.95,11069,11067.95,11069,30825
1/25/2018,11:54:00,11069,11069.95,11068,11068.65,48075
1/25/2018,11:55:00,11069.05,11071.35,11068.15,11069.65,31950
1/25/2018,11:56:00,11069.65,11070.5,11068.1,11069,83850
1/25/2018,11:57:00,11069,11069.05,11066,11067.75,39450
1/25/2018,11:58:00,11067.75,11068.3,11066.05,11067.4,61275
1/25/2018,11:59:00,11067.4,11067.4,11065,11067,36825
1/25/2018,12:00:00,11067.7,11068.1,11066,11066.15,31425
1/25/2018,12:01:00,11066.25,11067,11065.2,11065.2,50400
1/25/2018,12:02:00,11066.05,11066.65,11066,11066,47475
1/25/2018,12:03:00,11066.15,11067,11066,11066,38100
1/25/2018,12:04:00,11066,11066.1,11064.65,11065.6,15900
1/25/2018,12:05:00,11065.6,11066.45,11063.7,11064.1,167250
1/25/2018,12:06:00,11064.5,11064.95,11062.25,11064.95,91500
1/25/2018,12:07:00,11064.95,11065.8,11063.4,11064.65,36450
1/25/2018,12:08:00,11064.65,11065.65,11064.05,11065.2,39675
1/25/2018,12:09:00,11065.15,11066.2,11064.05,11066,29100
1/25/2018,12:10:00,11065.55,11065.8,11063.4,11063.5,30975
1/25/2018,12:11:00,11063.55,11064.6,11062.5,11064,37500
1/25/2018,12:12:00,11064,11064.45,11061.9,11062.2,30600
1/25/2018,12:13:00,11062.15,11063,11061,11063,16275
1/25/2018,12:14:00,11063,11063,11061,11061.8,22050
1/25/2018,12:15:00,11061.8,11063.9,11061,11062.15,15750
1/25/2018,12:16:00,11062.15,11063,11061.6,11061.65,10350
1/25/2018,12:17:00,11062.95,11063.75,11061.2,11062.85,31125
1/25/2018,12:18:00,11062.85,11062.85,11057,11057.9,36975
1/25/2018,12:19:00,11057.9,11059.85,11057.2,11058,33225
1/25/2018,12:20:00,11058.45,11058.7,11055.05,11055.15,50775
1/25/2018,12:21:00,11055.15,11058,11055,11056.05,64950
1/25/2018,12:22:00,11056.05,11056.05,11051,11052.3,59100
1/25/2018,12:23:00,11052.3,11055.9,11052.3,11055,62625
1/25/2018,12:24:00,11056.4,11057,11054,11054.25,36975
1/25/2018,12:25:00,11055.1,11057.7,11054.05,11057.6,25350
1/25/2018,12:26:00,11057.25,11058.2,11056.45,11057.7,34275
1/25/2018,12:27:00,11057.7,11061.2,11057.2,11058.1,89100
1/25/2018,12:28:00,11058.5,11058.65,11056,11056.15,71475
1/25/2018,12:29:00,11056.15,11056.15,11053.8,11054.95,23625
1/25/2018,12:30:00,11055,11058.65,11054.65,11056.95,35325
1/25/2018,12:31:00,11056.95,11057.1,11054,11055.35,52350
1/25/2018,12:32:00,11055.35,11056.75,11053.5,11054.5,53925
1/25/2018,12:33:00,11055,11056.85,11053.55,11054.4,28725
1/25/2018,12:34:00,11054,11057.75,11053.45,11056,35850
1/25/2018,12:35:00,11056,11058,11055,11056.05,33600
1/25/2018,12:36:00,11056.05,11058.3,11056.05,11058.3,30300
1/25/2018,12:37:00,11057.9,11059.9,11057.9,11058.6,25350
1/25/2018,12:38:00,11058,11058.7,11055.5,11058,42525
1/25/2018,12:39:00,11058,11058.3,11053.3,11053.4,35025
1/25/2018,12:40:00,11053.35,11055.65,11050.05,11050.2,24975
1/25/2018,12:41:00,11050,11053.9,11050,11051.05,38550
1/25/2018,12:42:00,11051.05,11051.95,11047,11047.7,98850
1/25/2018,12:43:00,11047,11049,11045.05,11048.4,36525
1/25/2018,12:44:00,11047.9,11052.7,11046.6,11052.6,24150
1/25/2018,12:45:00,11052,11053.9,11052,11052.5,22050
1/25/2018,12:46:00,11052.3,11056.8,11052.3,11056,29100
1/25/2018,12:47:00,11056.65,11057.75,11055.85,11056.2,20475
1/25/2018,12:48:00,11056.15,11058.9,11055.05,11058.7,30750
1/25/2018,12:49:00,11058.7,11059,11057.5,11058.1,39900
1/25/2018,12:50:00,11059,11060.3,11058,11058.2,23025
1/25/2018,12:51:00,11058.9,11058.9,11055.7,11055.7,30075
1/25/2018,12:52:00,11056.05,11057,11054.1,11057,81300
1/25/2018,12:53:00,11057,11057.45,11055,11055.75,35175
1/25/2018,12:54:00,11055.95,11056.8,11055,11055.2,18150
1/25/2018,12:55:00,11056.55,11056.7,11054.2,11054.2,23700
1/25/2018,12:56:00,11055.65,11055.75,11054.15,11054.4,19050
1/25/2018,12:57:00,11053,11054,11051.8,11053.75,22950
1/25/2018,12:58:00,11054,11054.95,11053,11054.65,21225
1/25/2018,12:59:00,11054.4,11055,11052.55,11053.95,15975
1/25/2018,13:00:00,11053.95,11056,11053.2,11055.75,17325
1/25/2018,13:01:00,11055.8,11056.95,11055.1,11056.5,22125
1/25/2018,13:02:00,11056.5,11056.9,11055.8,11056.9,15150
1/25/2018,13:03:00,11056.95,11059.8,11056.95,11059.3,23025
1/25/2018,13:04:00,11059.45,11059.45,11052.85,11053.3,37725
1/25/2018,13:05:00,11053.3,11055.3,11053.15,11054.45,15675
1/25/2018,13:06:00,11054,11056,11053.9,11055.25,12075
1/25/2018,13:07:00,11055.2,11055.3,11052.8,11053.05,19350
1/25/2018,13:08:00,11053.45,11055,11052.25,11053.1,8175
1/25/2018,13:09:00,11053.1,11053.35,11050.1,11052.15,27375
1/25/2018,13:10:00,11051,11051.55,11041,11044.95,109050
1/25/2018,13:11:00,11045.7,11046.65,11035.25,11038.35,115950
1/25/2018,13:12:00,11039,11041.7,11036,11037.25,51075
1/25/2018,13:13:00,11037.3,11040.65,11036,11038.05,42300
1/25/2018,13:14:00,11038.5,11040,11033.15,11034.05,57600
1/25/2018,13:15:00,11033.85,11037.45,11032,11037.45,58575
1/25/2018,13:16:00,11038,11041.6,11036.85,11037.6,34050
1/25/2018,13:17:00,11037.1,11040.2,11037,11038.4,39075
1/25/2018,13:18:00,11038.4,11038.5,11035,11037.25,44475
1/25/2018,13:19:00,11036.8,11037.4,11031.3,11033.75,46050
1/25/2018,13:20:00,11033.6,11039.3,11033,11039.3,37725
1/25/2018,13:21:00,11039.5,11041,11037,11038.5,41850
1/25/2018,13:22:00,11035.95,11037,11035.7,11036.8,42075
1/25/2018,13:23:00,11036.8,11043,11036,11043,38475
1/25/2018,13:24:00,11042.9,11043.5,11038.5,11039.85,27750
1/25/2018,13:25:00,11039.85,11042.85,11039.85,11042,36750
1/25/2018,13:26:00,11042,11042,11036,11037,25125
1/25/2018,13:27:00,11036.7,11036.95,11034.15,11035.05,43125
1/25/2018,13:28:00,11035.05,11036,11032.55,11033.5,43200
1/25/2018,13:29:00,11034.3,11034.4,11027.3,11030.85,77925
1/25/2018,13:30:00,11030.8,11031.75,11027.65,11030,57825
1/25/2018,13:31:00,11029.8,11034.9,11029,11034,40650
1/25/2018,13:32:00,11033.25,11035.4,11029.45,11030.5,53625
1/25/2018,13:33:00,11031.75,11031.95,11022,11024,86175
1/25/2018,13:34:00,11024.7,11024.7,11018.45,11020,92775
1/25/2018,13:35:00,11020.05,11023.05,11018.85,11019.2,68550
1/25/2018,13:36:00,11019.2,11025.4,11018,11024,55575
1/25/2018,13:37:00,11024.55,11024.55,11020,11021.5,33000
1/25/2018,13:38:00,11021.6,11021.6,11011.3,11015.1,104025
1/25/2018,13:39:00,11015.1,11019.35,11011.05,11019.35,86850
1/25/2018,13:40:00,11019.9,11021.7,11016.9,11017,60600
1/25/2018,13:41:00,11017,11021.9,11016.25,11021.05,54000
1/25/2018,13:42:00,11021.05,11022.55,11018.45,11022.25,77250
1/25/2018,13:43:00,11021.6,11026.95,11021.6,11025,116100
1/25/2018,13:44:00,11025.9,11027.05,11024.4,11027,70875
1/25/2018,13:45:00,11026,11031.6,11023.35,11030.9,52575
1/25/2018,13:46:00,11033,11038.2,11031,11038.2,54300
1/25/2018,13:47:00,11037.2,11037.5,11032.75,11036,71850
1/25/2018,13:48:00,11036.8,11037.75,11032.1,11032.35,57900
1/25/2018,13:49:00,11033.15,11035.9,11032,11035.9,38250
1/25/2018,13:50:00,11035,11043.6,11034.25,11043.6,50625
1/25/2018,13:51:00,11043.15,11047.55,11041.95,11047.25,116100
1/25/2018,13:52:00,11047.85,11047.9,11045.05,11045.5,67650
1/25/2018,13:53:00,11045.5,11048.95,11042.55,11048.3,67125
1/25/2018,13:54:00,11053.65,11060.3,11053.65,11059.65,131175
1/25/2018,13:55:00,11059.65,11061.7,11057.05,11057.05,92025
1/25/2018,13:56:00,11056.9,11061.9,11055.9,11056.4,68925
1/25/2018,13:57:00,11056.5,11066,11056.5,11066,82875
1/25/2018,13:58:00,11066,11066.95,11062,11062,80400
1/25/2018,13:59:00,11062,11062,11056.45,11062,105600
1/25/2018,14:00:00,11062,11062.45,11057.55,11061.1,50700
1/25/2018,14:01:00,11061.15,11061.75,11056.9,11056.9,50250
1/25/2018,14:02:00,11056.25,11056.95,11049.85,11053,69375
1/25/2018,14:03:00,11055.1,11061,11053,11054,61500
1/25/2018,14:04:00,11055.9,11058.35,11053.1,11057.55,60600
1/25/2018,14:05:00,11058.05,11063.95,11057.9,11060.05,119325
1/25/2018,14:06:00,11060.2,11064,11057.3,11062.8,58950
1/25/2018,14:07:00,11062.5,11063.9,11059.1,11059.7,44925
1/25/2018,14:08:00,11058.85,11063.75,11058.4,11060.65,52275
1/25/2018,14:09:00,11060.35,11063.5,11057.8,11062,33075
1/25/2018,14:10:00,11061.5,11063,11058.05,11061,47550
1/25/2018,14:11:00,11061.1,11064,11059.05,11064,44625
1/25/2018,14:12:00,11064,11065.1,11062,11065.1,38400
1/25/2018,14:13:00,11065.65,11075.35,11064.6,11075.35,162750
1/25/2018,14:14:00,11075,11077,11072,11072,75900
1/25/2018,14:15:00,11071.55,11071.55,11066,11067,51975
1/25/2018,14:16:00,11067,11068.95,11064.05,11065.05,40800
1/25/2018,14:17:00,11065,11067.8,11062.9,11064.1,42900
1/25/2018,14:18:00,11065,11066.25,11060.75,11063,46725
1/25/2018,14:19:00,11062,11062,11058.55,11059.65,52950
1/25/2018,14:20:00,11058.6,11061.8,11056.2,11057.5,48300
1/25/2018,14:21:00,11055.35,11057,11050.15,11050.25,79650
1/25/2018,14:22:00,11049,11052.2,11048.1,11049.35,34425
1/25/2018,14:23:00,11048.9,11053,11047.5,11050.6,38625
1/25/2018,14:24:00,11051.3,11054.6,11047.85,11052.5,57075
1/25/2018,14:25:00,11050.05,11055.2,11050.05,11055.2,50775
1/25/2018,14:26:00,11054.05,11056.15,11051.05,11054.15,45375
1/25/2018,14:27:00,11054.15,11056.15,11052.7,11053.55,37875
1/25/2018,14:28:00,11053.55,11055,11050,11051.85,33900
1/25/2018,14:29:00,11051.9,11053.35,11049.8,11052.5,29775
1/25/2018,14:30:00,11052.5,11052.5,11048,11051,34275
1/25/2018,14:31:00,11051,11052.05,11050,11050.5,27750
1/25/2018,14:32:00,11050.65,11055.25,11050.1,11055.25,32100
1/25/2018,14:33:00,11055.25,11057.95,11055.25,11057.95,67350
1/25/2018,14:34:00,11057.95,11057.95,11050,11050.4,45675
1/25/2018,14:35:00,11050,11051,11049.55,11050,50400
1/25/2018,14:36:00,11050,11057,11048.85,11054.1,54000
1/25/2018,14:37:00,11053.9,11053.9,11051,11051.6,28050
1/25/2018,14:38:00,11052.45,11052.7,11051.2,11052.6,20325
1/25/2018,14:39:00,11051.7,11053.85,11048.8,11048.8,44775
1/25/2018,14:40:00,11048.8,11048.8,11040.1,11041.3,69375
1/25/2018,14:41:00,11041.85,11044.75,11040.45,11041.1,43875
1/25/2018,14:42:00,11041,11041.75,11040.05,11041.15,62775
1/25/2018,14:43:00,11041.15,11042,11039,11039,76050
1/25/2018,14:44:00,11038.6,11039.2,11036.8,11037.8,87525
1/25/2018,14:45:00,11041.95,11044.1,11040.05,11043.55,50250
1/25/2018,14:46:00,11043.55,11047.65,11041,11047,53925
1/25/2018,14:47:00,11047.2,11051.45,11045.1,11051,60600
1/25/2018,14:48:00,11051.75,11055.05,11050.65,11051.55,70950
1/25/2018,14:49:00,11051.1,11053.2,11047.75,11048,45525
1/25/2018,14:50:00,11048,11048.5,11045,11046.1,43200
1/25/2018,14:51:00,11046.25,11047.05,11041,11041,40425
1/25/2018,14:52:00,11041,11043.9,11038.7,11042.3,57000
1/25/2018,14:53:00,11042.95,11043.7,11040,11041,37425
1/25/2018,14:54:00,11040,11040.7,11037.05,11040.05,48975
1/25/2018,14:55:00,11040.15,11040.15,11040.15,11040.15,49575
1/25/2018,14:56:00,11040.3,11043.05,11039.3,11043.05,42375
1/25/2018,14:57:00,11043.35,11043.35,11040.3,11041,50475
1/25/2018,14:58:00,11040.9,11046.4,11040.1,11045.9,48300
1/25/2018,14:59:00,11045.9,11052.95,11042.95,11049.3,50325
1/25/2018,15:00:00,11048.15,11048.15,11024,11040.1,322200
1/25/2018,15:01:00,11041.15,11055.05,11041.15,11052.95,149850
1/25/2018,15:02:00,11053.3,11057.45,11047,11056.4,78225
1/25/2018,15:03:00,11056,11067.15,11055.15,11064.75,115275
1/25/2018,15:04:00,11064.9,11066.65,11053.4,11055.85,88125
1/25/2018,15:05:00,11054.8,11063.8,11054.6,11061.05,56325
1/25/2018,15:06:00,11061.95,11068.75,11061.9,11064.8,83700
1/25/2018,15:07:00,11066,11069.75,11064,11069,48825
1/25/2018,15:08:00,11066.9,11072,11066.9,11071.1,98625
1/25/2018,15:09:00,11071.1,11077.8,11071,11077.6,133125
1/25/2018,15:10:00,11077.3,11080.15,11076.1,11076.55,154950
1/25/2018,15:11:00,11075.9,11077.4,11071,11073.9,146325
1/25/2018,15:12:00,11073,11074.1,11069.05,11069.05,120525
1/25/2018,15:13:00,11069.3,11069.65,11067.45,11068.3,76425
1/25/2018,15:14:00,11068.3,11072.05,11068.3,11070.2,54975
1/25/2018,15:15:00,11071.95,11071.95,11065,11069,60375
1/25/2018,15:16:00,11066.5,11070,11065,11070,62250
1/25/2018,15:17:00,11070.75,11072,11068.3,11072,71025
1/25/2018,15:18:00,11070.3,11072.85,11070.2,11070.2,63000
1/25/2018,15:19:00,11070,11071.9,11070,11070.1,55875
1/25/2018,15:20:00,11070.5,11070.65,11069,11070.3,77100
1/25/2018,15:21:00,11070.2,11071.8,11069.95,11071.55,78525
1/25/2018,15:22:00,11071.05,11072,11069.05,11071.8,107100
1/25/2018,15:23:00,11072,11073.4,11071,11073.15,83700
1/25/2018,15:24:00,11072.7,11073,11071.05,11072,99375
1/25/2018,15:25:00,11072.9,11074,11072,11072.5,83025
1/25/2018,15:26:00,11072.9,11073.05,11071.5,11072.75,117750
1/25/2018,15:27:00,11072.8,11072.9,11071.4,11072.3,105675
1/25/2018,15:28:00,11072.25,11072.45,11071.6,11071.65,140850
1/25/2018,15:29:00,11071.85,11072,11070.5,11070.6,117450
1/25/2018,15:30:00,11070.6,11070.6,11070.6,11070.6,0
1/29/2018,09:15:00,11100,11141.25,11080,11112,132525
1/29/2018,09:16:00,11111.2,11113,11110,11112,65325
1/29/2018,09:17:00,11112,11116,11111.15,11114.45,69525
1/29/2018,09:18:00,11113.1,11125,11113.05,11125,69225
1/29/2018,09:19:00,11123,11129.9,11123,11126,65700
1/29/2018,09:20:00,11123.55,11124,11121,11122.95,54600
1/29/2018,09:21:00,11120.2,11121,11117,11118.25,58875
1/29/2018,09:22:00,11119,11121,11116,11116.05,43050
1/29/2018,09:23:00,11118.65,11119.2,11116,11116,27900
1/29/2018,09:24:00,11117.75,11119.45,11117.05,11118.95,34800
1/29/2018,09:25:00,11122,11127,11122,11127,37050
1/29/2018,09:26:00,11132,11134.2,11129.8,11133,71025
1/29/2018,09:27:00,11133.1,11138,11133.1,11136.1,57675
1/29/2018,09:28:00,11136,11136,11133.1,11134.95,45225
1/29/2018,09:29:00,11137,11142,11136,11140.35,49725
1/29/2018,09:30:00,11139.9,11139.9,11135.15,11137,36300
1/29/2018,09:31:00,11137,11140.55,11135.7,11140.55,36675
1/29/2018,09:32:00,11139.95,11139.95,11136.9,11138.55,49050
1/29/2018,09:33:00,11138.55,11139,11135.3,11136.05,41625
1/29/2018,09:34:00,11136.1,11138.2,11132.1,11138.2,54975
1/29/2018,09:35:00,11138.2,11148.9,11138.2,11145,91050
1/29/2018,09:36:00,11143.9,11149,11143.9,11147.45,30300
1/29/2018,09:37:00,11146,11147,11143.55,11146,35175
1/29/2018,09:38:00,11144.3,11146,11140,11140,30600
1/29/2018,09:39:00,11140,11140.95,11137.5,11140.95,30975
1/29/2018,09:40:00,11142.85,11145,11141.25,11143.6,26100
1/29/2018,09:41:00,11143.1,11145,11140.5,11141,20100
1/29/2018,09:42:00,11141.35,11146.05,11141.05,11145.15,43275
1/29/2018,09:43:00,11145.1,11147.8,11145,11146,28200
1/29/2018,09:44:00,11145.2,11146,11143.3,11143.95,23325
1/29/2018,09:45:00,11143.95,11154,11143.05,11149,81300
1/29/2018,09:46:00,11148.45,11150.05,11146.15,11148.4,25425
1/29/2018,09:47:00,11147.1,11148.4,11146.7,11148,23100
1/29/2018,09:48:00,11148,11149.1,11146,11148.95,47400
1/29/2018,09:49:00,11147.2,11151,11144,11144.45,24000
1/29/2018,09:50:00,11144.45,11145,11141.05,11142.4,25050
1/29/2018,09:51:00,11143.95,11143.95,11141.5,11142.35,26475
1/29/2018,09:52:00,11143,11144.2,11142.05,11142.55,12375
1/29/2018,09:53:00,11140.2,11141,11139,11139.1,14850
1/29/2018,09:54:00,11139,11141.95,11139,11139.05,12450
1/29/2018,09:55:00,11139.2,11141,11139,11140.25,21525
1/29/2018,09:56:00,11143.55,11149.9,11143,11148,51600
1/29/2018,09:57:00,11148,11149.4,11144,11144.6,12300
1/29/2018,09:58:00,11148,11148,11146.35,11147.05,11175
1/29/2018,09:59:00,11145.55,11148.8,11145.55,11148.8,10950
1/29/2018,10:00:00,11149.95,11149.95,11145.1,11146,20475
1/29/2018,10:01:00,11147.15,11147.15,11144.7,11145,11475
1/29/2018,10:02:00,11145,11146.65,11144.95,11145,10425
1/29/2018,10:03:00,11147.45,11148,11145.3,11145.3,21150
1/29/2018,10:04:00,11145.3,11148,11145.3,11147.45,11850
1/29/2018,10:05:00,11147,11148.4,11145,11147.25,15900
1/29/2018,10:06:00,11147.35,11149,11146.8,11146.8,10950
1/29/2018,10:07:00,11146.8,11148,11139.15,11139.15,21600
1/29/2018,10:08:00,11140,11146.6,11140,11145.8,19950
1/29/2018,10:09:00,11145.85,11146.05,11142,11142,10350
1/29/2018,10:10:00,11141.9,11142.85,11141.6,11141.65,7500
1/29/2018,10:11:00,11141.65,11146.9,11141.65,11141.8,12525
1/29/2018,10:12:00,11141.8,11143.6,11141.8,11143.5,7050
1/29/2018,10:13:00,11144,11146.9,11144,11145,10350
1/29/2018,10:14:00,11144.45,11146.4,11141.5,11141.9,9825
1/29/2018,10:15:00,11141.9,11142.7,11138,11138.85,15225
1/29/2018,10:16:00,11139.1,11140.25,11138.15,11138.15,7650
1/29/2018,10:17:00,11139.85,11142.6,11139.85,11142.6,14400
1/29/2018,10:18:00,11142.2,11143.15,11141.05,11143.15,13200
1/29/2018,10:19:00,11143.35,11146.5,11141.95,11143.45,27825
1/29/2018,10:20:00,11143.45,11144.55,11141.45,11141.45,18525
1/29/2018,10:21:00,11141.45,11145.5,11141.45,11142,15600
1/20/2017,09:15:00,8415.5,8429.85,8400,8415,249150
1/20/2017,09:16:00,8415,8418.95,8415,8417.45,122925
1/20/2017,09:17:00,8417.25,8421.8,8417.2,8421,89400
1/20/2017,09:18:00,8421.4,8422.25,8420.05,8420.4,45900
1/20/2017,09:19:00,8419.3,8422.3,8419.05,8422,91650
1/20/2017,09:20:00,8424.4,8430,8423.2,8428.45,104025
1/20/2017,09:21:00,8428.05,8428.4,8422.9,8424.8,33525
1/20/2017,09:22:00,8425,8427,8423,8424.05,44475
1/20/2017,09:23:00,8423,8424.15,8420.35,8423.85,23550
1/20/2017,09:24:00,8423.8,8424.1,8417.4,8421.5,61350
1/20/2017,09:25:00,8421.6,8423,8420.3,8421.5,21000
1/20/2017,09:26:00,8421.15,8421.6,8417.4,8417.4,37350
1/20/2017,09:27:00,8418,8421.15,8417.25,8417.95,43350
1/20/2017,09:28:00,8418,8421,8418,8420.9,35100
1/20/2017,09:29:00,8420.9,8420.9,8418.2,8418.45,11025
1/20/2017,09:30:00,8418.45,8418.45,8415,8415.55,15375
1/20/2017,09:31:00,8418,8419.5,8417,8418.1,27450
1/20/2017,09:32:00,8418,8418.5,8416.5,8416.9,11325
1/20/2017,09:33:00,8416.25,8416.95,8413.25,8413.4,28425
1/20/2017,09:34:00,8412.75,8413.95,8411.75,8413.8,47325
1/20/2017,09:35:00,8412.4,8412.4,8410.3,8411.1,45375
1/20/2017,09:36:00,8411,8414.55,8411,8414.55,30225
1/20/2017,09:37:00,8414.3,8416.95,8413.45,8416.5,34650
1/20/2017,09:38:00,8416.9,8416.9,8414,8414.85,7800
1/20/2017,09:39:00,8414,8415,8413.3,8413.8,11700
1/20/2017,09:40:00,8414.1,8414.45,8412.05,8412.3,13275
1/20/2017,09:41:00,8412.4,8413.3,8412,8413.3,15300
1/20/2017,09:42:00,8415.5,8415.9,8413.45,8413.45,16725
1/20/2017,09:43:00,8414.9,8416,8414.1,8415.4,11550
